,Interval summary,,,,,,,,,,,,Velocity classes,,,,,,,,,,Zone: block,,,,,,,,,,,Zone: Ball,,,,,,,,,,,Zone: arena,,,,,,,,,,
animal ,Group,Date,Time,Run time,Avg. velocity (cm/s),Track length (cm),Activity (%),Ambulations,ZC,R ZC,Wall dist. (cm),Area covered (%),vc 1 (s),vc 2 (s),vc 3 (s),vc 4 (s),vc 5 (s),vc 6 (s),vc 7 (s),vc 8 (s),vc 9 (s),vc 10 (s),Duration (s),Velocity (cm/s),Tracklength (cm),Visits,Headbobs,Headstretches,Tailmoves,Freezings,Activity (%),Ambulations,Visit latency (s),Duration (s),Velocity (cm/s),Tracklength (cm),Visits,Headbobs,Headstretches,Tailmoves,Freezings,Activity (%),Ambulations,Visit latency (s),Duration (s),Velocity (cm/s),Tracklength (cm),Visits,Headbobs,Headstretches,Tailmoves,Freezings,Activity (%),Ambulations,Visit latency (s)
38,,15.03.2018,13:31:57,0:02:00,1,58.1,36,206,52,8,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,58.1,0,0,0,0,0,36,206,0
38,,15.03.2018,13:32:57,0:03:00,6.1,366.5,72.5,136,212,709,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.1,0,0,1,0,0,0,0,0,0,33.2,0.5,0,0,3,0,0,0,0,0,1,20.9,60,6.1,366.5,0,0,0,0,0,72.5,136,0
38,,15.03.2018,13:33:57,0:04:00,4.4,263.6,68.2,163,142,411,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.3,0,0,1,0,0,0,0,0,1,56.9,1.4,0,0,4,0,0,0,0,0,2,49.9,60,4.4,263.6,0,0,0,0,0,68.2,163,0
38,,15.03.2018,13:34:57,0:05:00,4.8,285.8,66.9,162,207,479,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.5,0,0,1,0,0,0,0,0,1,0.2,0.6,0,0,2,0,0,0,0,0,0,15,60,4.8,285.8,0,0,0,0,0,66.9,162,0
38,,15.03.2018,13:35:57,0:06:00,4.9,296.1,64.9,155,166,520,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,4,0,0,0,0,0,0,53.2,60,4.9,296.1,0,0,0,0,0,64.9,155,0
38,,15.03.2018,13:36:57,0:07:00,0.5,32.2,21.7,136,21,14,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.9,0.5,32.2,0,0,0,0,0,21.7,136,0
38,,15.03.2018,13:37:57,0:08:00,1.4,84.5,43.1,174,45,54,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.4,84.5,0,0,0,0,0,43.1,174,0
38,,15.03.2018,13:38:57,0:09:00,4.1,245.1,66.2,155,130,354,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4.1,245.1,0,0,0,0,0,66.2,155,0
38,,15.03.2018,13:39:57,0:10:00,1.7,103.3,55.3,237,119,10,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.9,1.7,103.3,0,0,0,0,0,55.3,237,0
39,,15.03.2018,13:43:09,0:01:00,9.4,564.7,83.6,110,316,1115,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.4,0,0,7,0,0,0,0,0,2,4.9,0.5,0,0,1,0,0,0,0,0,0,34.6,60,9.4,564.7,0,0,0,0,0,83.6,110,0
39,,15.03.2018,13:44:09,0:02:00,7.5,449.5,77.4,147,252,852,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.4,0,0,1,0,0,0,0,0,0,6.5,1.6,0,0,3,0,0,0,0,0,6,4.5,60,7.5,449.5,0,0,0,0,0,77.4,147,0
39,,15.03.2018,13:45:09,0:03:00,8.2,493.3,81.7,128,292,989,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.3,0,0,3,0,0,0,0,0,3,7.5,2.4,0,0,5,0,0,0,0,0,6,11.7,60,8.2,493.3,0,0,0,0,0,81.7,128,0
39,,15.03.2018,13:46:09,0:04:00,6.4,383.4,82.9,125,217,684,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.3,0,0,2,0,0,0,0,0,1,39.3,0.5,0,0,3,0,0,0,0,0,0,22.7,60,6.4,383.4,0,0,0,0,0,82.9,125,0
39,,15.03.2018,13:47:09,0:05:00,5.8,346.2,72.9,116,190,632,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.5,0,0,1,0,0,0,0,0,1,33.1,1,0,0,1,0,0,0,0,0,3,30.2,60,5.8,346.2,0,0,0,0,0,72.9,116,0
39,,15.03.2018,13:48:09,0:06:00,1.1,65.2,41.8,237,64,46,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.1,65.2,0,0,0,0,0,41.8,237,0
39,,15.03.2018,13:49:09,0:07:00,7.9,475.6,84.7,106,267,936,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.7,0,0,2,0,0,0,0,0,1,12,2.5,0,0,4,0,0,0,0,0,4,13.5,60,7.9,475.6,0,0,0,0,0,84.7,106,0
39,,15.03.2018,13:50:09,0:08:00,2.1,127.8,54,237,73,120,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.1,127.8,0,0,0,0,0,54,237,0
39,,15.03.2018,13:51:09,0:09:00,5.1,303.6,69.5,154,210,575,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.2,0,0,1,0,0,0,0,0,0,50.5,0.2,0,0,2,0,0,0,0,0,0,35.6,60,5.1,303.6,0,0,0,0,0,69.5,154,0
39,,15.03.2018,13:52:09,0:10:00,6.3,375.5,81.4,129,222,695,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.3,0,0,3,0,0,0,0,0,0,9.4,0.2,0,0,1,0,0,0,0,0,1,12.7,60,6.3,375.5,0,0,0,0,0,81.4,129,0
15,,15.03.2018,14:50:07,0:01:00,10.6,635.6,91.1,93,377,1254,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.5,0,0,6,0,0,0,0,0,2,41.1,4.9,0,0,14,0,0,0,0,0,13,13.5,60,10.6,635.6,0,0,0,0,0,91.1,93,0
15,,15.03.2018,14:51:07,0:02:00,5.3,315.9,72.6,205,155,500,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5.3,315.9,0,0,0,0,0,72.6,205,0
15,,15.03.2018,14:52:07,0:03:00,5.7,341.4,63.7,178,205,566,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4,0,0,11,0,0,0,0,0,6,36.3,6.1,0,0,6,0,0,0,0,0,16,45.2,60,5.7,341.4,0,0,0,0,0,63.7,178,0
15,,15.03.2018,14:53:07,0:04:00,5.9,356.5,74.3,195,187,534,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",5.4,5.3,5.2,9,0,0,0,0,50.7,15,22.2,1.2,25.2,3.2,1,0,0,0,0,100,2,2.2,60,5.9,356.5,0,0,0,0,0,74.3,195,0
15,,15.03.2018,14:54:07,0:05:00,4.5,271.6,69.2,203,173,428,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4.1,0,0,5,0,0,0,0,0,13,1.5,1.2,0,0,7,0,0,0,0,0,2,18.5,60,4.5,271.6,0,0,0,0,0,69.2,203,0
15,,15.03.2018,14:55:07,0:06:00,4.6,274.9,68.2,185,172,410,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.3,0,0,1,0,0,0,0,0,1,42.9,0,0,0,0,0,0,0,0,0,0,0,60,4.6,274.9,0,0,0,0,0,68.2,185,0
15,,15.03.2018,14:56:07,0:07:00,4.4,266,64.2,173,151,437,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",5,0,0,9,0,0,0,0,0,15,24,3.5,0,0,3,0,0,0,0,0,17,26.6,60,4.4,266,0,0,0,0,0,64.2,173,0
15,,15.03.2018,14:57:07,0:08:00,4.7,283.8,67.5,210,177,450,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1.5,1.2,0.4,3,0,0,0,0,13.6,4,2,2.6,0,0,3,0,0,0,0,0,0,5.3,60,4.7,283.8,0,0,0,0,0,67.5,210,0
15,,15.03.2018,14:58:07,0:09:00,5.2,314.2,65.5,178,174,560,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.6,0,0,11,0,0,0,0,0,3,12.6,3.1,36.4,1.7,6,0,0,0,0,100,4,17.5,60,5.2,314.2,0,0,0,0,0,65.5,178,0
15,,15.03.2018,14:59:07,0:10:00,4.8,285.4,51.8,139,176,527,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",20.1,0,0,42,0,0,0,0,0,33,17,5.7,0,0,16,0,0,0,0,0,13,5.3,60,4.8,285.4,0,0,0,0,0,51.8,139,0
16,,15.03.2018,15:02:12,0:01:00,6.2,373.3,73.6,131,232,663,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",1,0,0,3,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,60.1,6.2,373.3,0,0,0,0,0,73.6,131,0
16,,15.03.2018,15:03:12,0:02:00,6.3,377.8,73.4,126,217,719,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,3,0,0,0,0,0,1,29.7,60,6.3,377.8,0,0,0,0,0,73.4,126,0
16,,15.03.2018,15:04:12,0:03:00,6.4,382.1,70.1,128,219,730,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.7,0,0,2,0,0,0,0,0,3,5.4,0.4,0,0,2,0,0,0,0,0,2,34.1,60,6.4,382.1,0,0,0,0,0,70.1,128,0
16,,15.03.2018,15:05:12,0:04:00,3.9,236.5,55.7,166,121,402,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.2,0,0,1,0,0,0,0,0,0,1.9,0.7,0,0,1,0,0,0,0,0,0,16.8,60,3.9,236.5,0,0,0,0,0,55.7,166,0
16,,15.03.2018,15:06:12,0:05:00,4.1,245.7,60.2,173,134,398,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.5,0,0,1,0,0,0,0,0,3,25.3,0,0,0,0,0,0,0,0,0,0,0,60,4.1,245.7,0,0,0,0,0,60.2,173,0
16,,15.03.2018,15:07:12,0:06:00,4,238.3,60,185,167,408,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,238.3,0,0,0,0,0,60,185,0
16,,15.03.2018,15:08:12,0:07:00,0.9,56.9,36.5,211,87,26,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.9,56.9,0,0,0,0,0,36.5,211,0
16,,15.03.2018,15:09:12,0:08:00,1.3,78.8,32.1,146,57,100,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.3,78.8,0,0,0,0,0,32.1,146,0
16,,15.03.2018,15:10:12,0:09:00,6.3,378.3,74.4,118,222,679,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.3,0,0,3,0,0,0,0,0,1,5.2,0.7,0,0,1,0,0,0,0,0,2,32.6,60,6.3,378.3,0,0,0,0,0,74.4,118,0
16,,15.03.2018,15:11:11,0:10:00,4.3,256.7,52.4,132,155,496,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,1,0,0,0,0,0,3,18.4,59.9,4.3,256.7,0,0,0,0,0,52.4,132,0
17,,15.03.2018,15:14:18,0:01:00,2.9,176.2,52,193,103,270,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.2,0,0,5,0,0,0,0,0,0,47.9,0,0,0,0,0,0,0,0,0,0,0,60,2.9,176.2,0,0,0,0,0,52,193,0
17,,15.03.2018,15:15:18,0:02:00,1.7,104.4,47.4,227,68,112,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.7,104.4,0,0,0,0,0,47.4,227,0
17,,15.03.2018,15:16:18,0:03:00,4.2,254.6,66.7,199,122,412,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,4,32.8,60,4.2,254.6,0,0,0,0,0,66.7,199,0
17,,15.03.2018,15:17:18,0:04:00,4.5,269.4,65.8,185,136,419,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.1,0,0,2,0,0,0,0,0,0,5.1,1.4,0,0,3,0,0,0,0,0,4,48.8,60,4.5,269.4,0,0,0,0,0,65.8,185,0
17,,15.03.2018,15:18:18,0:05:00,3.8,229.2,76.7,234,106,253,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3.8,229.2,0,0,0,0,0,76.7,234,0
17,,15.03.2018,15:19:18,0:06:00,1.5,90.3,46,208,39,57,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.5,90.3,0,0,0,0,0,46,208,0
17,,15.03.2018,15:20:18,0:07:00,5.1,308.8,75.6,169,215,582,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.5,0,0,2,0,0,0,0,0,0,41.4,2,0,0,2,0,0,0,0,0,6,30.7,60,5.1,308.8,0,0,0,0,0,75.6,169,0
17,,15.03.2018,15:21:18,0:08:00,1.5,91.8,51.1,234,61,58,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.5,91.8,0,0,0,0,0,51.1,234,0
17,,15.03.2018,15:22:18,0:09:00,2.9,173.5,64.4,201,91,217,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.9,173.5,0,0,0,0,0,64.4,201,0
17,,15.03.2018,15:23:18,0:10:00,1.9,111.2,59.3,257,33,45,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.9,111.2,0,0,0,0,0,59.3,257,0
18,,15.03.2018,15:27:47,0:01:00,7.1,425.7,76.5,136,248,822,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,9,0,0,0,0,0,1,2.6,60,7.1,425.7,0,0,0,0,0,76.5,136,0
18,,15.03.2018,15:28:47,0:02:00,5.2,313.5,70.4,194,164,532,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.7,0,0,7,0,0,0,0,0,1,29.8,1.3,0,0,4,0,0,0,0,0,2,34.5,60,5.2,313.5,0,0,0,0,0,70.4,194,0
18,,15.03.2018,15:29:47,0:03:00,9.2,553.8,90.2,97,333,1106,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4.2,0,0,8,0,0,0,0,0,5,0.1,3.2,5.4,3.4,13,0,0,0,0,100,4,8.4,60,9.2,553.8,0,0,0,0,0,90.2,97,0
18,,15.03.2018,15:30:47,0:04:00,5.8,349.5,74.5,122,214,585,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4.3,0,0,8,0,0,0,0,0,7,13.4,0.2,0,0,2,0,0,0,0,0,0,17.8,60,5.8,349.5,0,0,0,0,0,74.5,122,0
18,,15.03.2018,15:31:47,0:05:00,7.6,458.9,82.2,121,276,890,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",4.8,5,5.9,8,0,0,0,0,43.8,11,6.7,1.7,0,0,3,0,0,0,0,0,1,1.5,60,7.6,458.9,0,0,0,0,0,82.2,121,0
18,,15.03.2018,15:32:47,0:06:00,3.9,237,70.7,181,155,375,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,2,0,0,0,0,0,0,4.7,60,3.9,237,0,0,0,0,0,70.7,181,0
18,,15.03.2018,15:33:47,0:07:00,2.7,160.8,63,250,88,161,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2.7,160.8,0,0,0,0,0,63,250,0
18,,15.03.2018,15:34:47,0:08:00,4.7,283.5,70.3,200,199,482,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",0.2,0,0,1,0,0,0,0,0,0,41,0.1,0,0,1,0,0,0,0,0,0,42.7,60,4.7,283.5,0,0,0,0,0,70.3,200,0
18,,15.03.2018,15:35:47,0:09:00,7.3,435.8,74.7,110,259,872,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",2.5,6,0.3,5,0,0,0,0,100,6,8.4,3.1,0,0,9,0,0,0,0,0,2,33.5,60,7.3,435.8,0,0,0,0,0,74.7,110,0
18,,15.03.2018,15:36:47,0:10:00,6.4,386.5,70.2,114,226,657,0,0,"00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0","00:00,0",12.2,0.3,0.7,10,0,0,0,0,10.7,11,11.2,4.8,0,0,8,0,0,0,0,0,8,3.1,60,6.4,386.5,0,0,0,0,0,70.2,114,0
